feature;variable;level;estimate;std.error;p.value;q.value;method
Trichomonas_vaginalis;OUT_GROUP;B;-0.228838325;0.087499984;0.009004028;0.035233153;LM_CLR
Prevotella_intermedia;BIL_INC_ATB;Yes;0.201999381;0.077520248;0.009256156;0.036077142;LM_CLR
Bradyrhizobium_erythrophlei;OUT_GROUP;D;0.229378338;0.088450685;0.009597359;0.037260336;LM_CLR
Lactobacillus_taiwanensis;OUT_GROUP;B;-0.382583994;0.147796685;0.009724547;0.037541343;LM_CLR
Peptoniphilus_lacrimalis;PAT_AGE;PAT_AGE;-0.124807024;0.048222199;0.009745581;0.037541343;LM_CLR
Streptococcus_pyogenes;OUT_GROUP;C;0.340214633;0.132145192;0.010135845;0.038893357;LM_CLR
Bradyrhizobium_macuxiense;OUT_GROUP;D;0.245888009;0.095711794;0.010292946;0.039343693;LM_CLR
Ralstonia_pickettii;OUT_GROUP;B;0.42587449;0.16590136;0.010373592;0.039499446;LM_CLR
Anaerococcus_prevotii;OUT_GROUP;C;0.271007272;0.10599873;0.010671856;0.040324952;LM_CLR
Staphylococcus_haemolyticus;IMC;IMC;0.16330494;0.063864063;0.010665484;0.040324952;LM_CLR
Candida_tropicalis;IMC;IMC;-0.096377982;0.037756413;0.010799283;0.04049731;LM_CLR
Streptococcus_pneumoniae;OUT_GROUP;B;-0.301396004;0.118085924;0.010793111;0.04049731;LM_CLR
Enterobacter_hormaechei;Type;SN;-0.197983432;0.07762412;0.010861932;0.040578538;LM_CLR
Lactobacillus_crispatus;Type;SN;-0.347830966;0.136749533;0.011240251;0.041521821;LM_CLR
Staphylococcus_epidermidis;OUT_GROUP;D;0.438618036;0.172782315;0.011236637;0.041521821;LM_CLR
Streptomyces_gancidicus;IMC;IMC;-0.121981443;0.04803824;0.011217611;0.041521821;LM_CLR
Megasphaera_Veillonellaceae.bacterium.DNF00626;RCIU;Yes;-0.626463291;0.247338048;0.011419076;0.042025595;LM_CLR
Porphyromonas_sp..oral.taxon.278;OUT_GROUP;B;-0.325893844;0.128883865;0.01154645;0.042336982;LM_CLR
Bacillus_cereus;PAT_AGE;PAT_AGE;0.068160613;0.026990821;0.011676574;0.04265612;LM_CLR
Bradyrhizobium_macuxiense;PAT_AGE;PAT_AGE;0.080475096;0.032053967;0.012161677;0.044264928;LM_CLR
Lawsonella_clevelandensis;BIL_INC_ATB;Yes;-0.247815786;0.09880158;0.012239183;0.044383852;LM_CLR
Lactobacillus_amylovorus;OUT_GROUP;C;-0.490700607;0.195936248;0.012369862;0.044694027;LM_CLR
Bradyrhizobium_erythrophlei;IMC;IMC;-0.075896476;0.030399099;0.012644323;0.045519563;LM_CLR
Prevotella_intermedia;Type;SN;0.152009158;0.060942434;0.012755351;0.045593844;LM_CLR
Streptococcus_pyogenes;IMC;IMC;0.122530035;0.049139415;0.012757065;0.045593844;LM_CLR
Acidaminococcus_sp..CAG.542;PAT_AGE;PAT_AGE;0.096411174;0.038784477;0.013047854;0.046298836;LM_CLR
Stenotrophomonas_maltophilia;PAT_AGE;PAT_AGE;0.083027328;0.033387967;0.01300852;0.046298836;LM_CLR
Enterococcus_faecium;CERCLAGE;Yes;-0.437329088;0.176026524;0.013115332;0.046372066;LM_CLR
Lactobacillus_johnsonii;OUT_GROUP;C;-0.411731254;0.167150229;0.013879735;0.048900133;LM_CLR
Bradyrhizobium_diazoefficiens;OUT_GROUP;B;0.314622186;0.128948504;0.01480263;0.051666402;LM_CLR
Lactobacillus_jensenii;BIL_INC_ATB;Yes;-0.542484125;0.222233571;0.014758618;0.051666402;LM_CLR
Trichomonas_vaginalis;CERCLAGE;Yes;-0.295735565;0.121169745;0.014821473;0.051666402;LM_CLR
Gardnerella_leopoldii;OUT_GROUP;C;0.638086191;0.26193187;0.01496056;0.051968261;LM_CLR
Limosilactobacillus_vaginalis;OUT_GROUP;C;-0.553165872;0.227213544;0.015022391;0.052000584;LM_CLR
Lactiplantibacillus_plantarum;PAT_AGE;PAT_AGE;0.10343348;0.04257682;0.015250138;0.052605004;LM_CLR
Lactobacillus_amylovorus;CERCLAGE;Yes;-0.742779383;0.306110111;0.015366045;0.05282078;LM_CLR
Streptococcus_pneumoniae;OUT_GROUP;D;0.279201474;0.11536766;0.015648491;0.053605558;LM_CLR
Lactobacillus_paragasseri;CERCLAGE;Yes;0.82031787;0.339338167;0.015753441;0.053675609;LM_CLR
Staphylococcus_epidermidis;OUT_GROUP;B;0.423480194;0.175236901;0.015777376;0.053675609;LM_CLR
Acidaminococcus_sp..CAG.542;OUT_GROUP;B;-0.285784171;0.11900012;0.016437463;0.055729756;LM_CLR
Dialister_micraerophilus;CERCLAGE;Yes;0.581680867;0.242703592;0.016673346;0.05633656;LM_CLR
Prevotella_colorans;RCIU;Yes;-0.564202854;0.236230817;0.017052049;0.057420167;LM_CLR
Lactobacillus_iners;OUT_GROUP;C;0.793201106;0.333780157;0.017603406;0.058876256;LM_CLR
Streptomyces_caelestis;OUT_GROUP;B;-0.325312959;0.136860344;0.017570341;0.058876256;LM_CLR
Corynebacterium_tuberculostearicum;OUT_GROUP;B;0.356173079;0.150513683;0.018078914;0.060263048;LM_CLR
Peptoniphilus_lacrimalis;RCIU;Yes;-0.476218415;0.201583552;0.018290392;0.060763381;LM_CLR
Peptoniphilus_harei;RCIU;Yes;-0.402849817;0.170801726;0.018482323;0.061195651;LM_CLR
Prevotella_nigrescens;BIL_INC_ATB;Yes;0.145412713;0.061730887;0.018625353;0.061463664;LM_CLR
Delftia_acidovorans;IMC;IMC;-0.087094965;0.037003957;0.018721879;0.061576943;LM_CLR
Candida_viswanathii;OUT_GROUP;B;-0.27344416;0.116538143;0.019075804;0.062533263;LM_CLR
Bacillus_cereus;OUT_GROUP;C;0.173578182;0.074231506;0.019524689;0.063793538;LM_CLR
Streptomyces_caelestis;PAT_AGE;PAT_AGE;0.104110466;0.044622657;0.019789766;0.064446934;LM_CLR
Lactobacillus_kitasatonis;CERCLAGE;Yes;-0.600181127;0.258308972;0.020289256;0.065856928;LM_CLR
Levilactobacillus_spicheri;OUT_GROUP;D;0.241415887;0.104050731;0.020467219;0.066124331;LM_CLR
Streptomyces_gancidicus;PAT_AGE;PAT_AGE;0.108310275;0.046689661;0.020505222;0.066124331;LM_CLR
Enterococcus_faecalis;BIL_INC_ATB;Yes;0.418745578;0.181280188;0.021033525;0.067607758;LM_CLR
Lactobacillus_jensenii;IMC;IMC;-0.233791193;0.10136301;0.021219875;0.067766698;LM_CLR
Streptomyces_caelestis;OUT_GROUP;D;0.308788145;0.133828013;0.021179392;0.067766698;LM_CLR
Gardnerella_piotii;IMC;IMC;0.208453535;0.0907295;0.021723682;0.068930915;LM_CLR
Streptomyces_griseorubens;OUT_GROUP;B;-0.349902203;0.152301005;0.021716414;0.068930915;LM_CLR
Gardnerella_vaginalis;Type;SN;0.331310676;0.144558138;0.022207653;0.07024146;LM_CLR
Prevotella_intermedia;PAT_AGE;PAT_AGE;-0.078564847;0.034344824;0.022308889;0.070336944;LM_CLR
Prevotella_disiens;BIL_INC_ATB;Yes;0.27705787;0.121189175;0.022381887;0.070343074;LM_CLR
Streptococcus_suis;BIL_INC_ATB;Yes;0.212209274;0.093141953;0.022846964;0.071577512;LM_CLR
Candida_tropicalis;OUT_GROUP;B;-0.255048307;0.112341055;0.023321464;0.072833595;LM_CLR
Candida_dubliniensis;PAT_AGE;PAT_AGE;0.093226486;0.041134265;0.023588295;0.073205052;LM_CLR
Levilactobacillus_spicheri;HTA_PRE_ECLAM;Yes;-0.465136678;0.205160277;0.0235442;0.073205052;LM_CLR
Bacteroides_fragilis;IMC;IMC;-0.065078513;0.029085757;0.025404093;0.078593914;LM_CLR
Bradyrhizobium_erythrophlei;OUT_GROUP;C;-0.18258144;0.081662798;0.025518837;0.078702956;LM_CLR
Staphylococcus_hominis;OUT_GROUP;C;0.324809076;0.145732167;0.026001375;0.079942115;LM_CLR
Bacillus_dafuensis;OUT_GROUP;B;-0.254562134;0.11433457;0.026119584;0.080056929;LM_CLR
Klebsiella_pneumoniae;BIL_INC_ATB;Yes;0.269591258;0.121221164;0.026301554;0.080365859;LM_CLR
Trichomonas_vaginalis;PAT_AGE;PAT_AGE;0.063664485;0.028649889;0.026464311;0.080614362;LM_CLR
Proteus_mirabilis;IMC;IMC;-0.078526471;0.035424918;0.02679703;0.081377484;LM_CLR
Pseudomonas_sp..ERMR1.02;OUT_GROUP;B;-0.262460016;0.119319172;0.027972234;0.08468658;LM_CLR
Lactobacillus_amylovorus;BIL_INC_ATB;Yes;-0.351896681;0.160082207;0.02808466;0.084767725;LM_CLR
Limosilactobacillus_coleohominis;OUT_GROUP;C;-0.396893796;0.181218822;0.028664822;0.086255847;LM_CLR
Bacillus_dafuensis;OUT_GROUP;D;0.244050623;0.111875493;0.029315216;0.087583808;LM_CLR
Candida_dubliniensis;IMC;IMC;-0.092291505;0.042295272;0.029270775;0.087583808;LM_CLR
Staphylococcus_hominis;OUT_GROUP;B;0.348968636;0.160041586;0.02937154;0.087583808;LM_CLR
Gardnerella_vaginalis;PAT_AGE;PAT_AGE;-0.248337188;0.11426565;0.029911501;0.088874722;LM_CLR
Pseudomonas_sp..ERMR1.02;OUT_GROUP;D;0.253658891;0.116758979;0.029983997;0.088874722;LM_CLR
Citrobacter_freundii;OUT_GROUP;C;0.246164078;0.113403355;0.030122451;0.089018586;LM_CLR
Lactobacillus_acidophilus;CERCLAGE;Yes;-0.479162891;0.221033153;0.030336865;0.089272826;LM_CLR
Staphylococcus_aureus;OUT_GROUP;B;-0.309674707;0.142909166;0.030388831;0.089272826;LM_CLR
Dialister_micraerophilus;PAT_AGE;PAT_AGE;-0.122965672;0.056955456;0.031012959;0.090836773;LM_CLR
Streptomyces_caelestis;IMC;IMC;-0.099056413;0.045914345;0.031142681;0.090947652;LM_CLR
Bradyrhizobium_macuxiense;HTA_PRE_ECLAM;Yes;-0.408325323;0.189573852;0.031425757;0.09150441;LM_CLR
Gardnerella_piotii;PAT_AGE;PAT_AGE;-0.190342254;0.088937142;0.032499544;0.094353513;LM_CLR
Lactobacillus_acidophilus;PAT_AGE;PAT_AGE;0.110672256;0.051749732;0.032633067;0.09446414;LM_CLR
Candida_dubliniensis;OUT_GROUP;D;0.26289936;0.123263869;0.03311246;0.095572408;LM_CLR
Candida_albicans;CERCLAGE;Yes;-0.470219679;0.220746258;0.033370363;0.0960368;LM_CLR
Enterobacter_hormaechei;PAT_AGE;PAT_AGE;0.086920319;0.040885007;0.033672812;0.096601041;LM_CLR
Limosilactobacillus_fermentum;RCIU;Yes;0.423996078;0.199537362;0.033761576;0.096601041;LM_CLR
Prevotella_colorans;BIL_INC_ATB;Yes;0.270060153;0.127206097;0.033914078;0.096757744;LM_CLR
Citrobacter_freundii;Type;SN;0.171034351;0.080958906;0.034804751;0.099013515;LM_CLR
Lactobacillus_delbrueckii;HTA_PRE_ECLAM;Yes;-0.547247541;0.259238845;0.034951084;0.099144908;LM_CLR
Aerococcus_christensenii;PAT_AGE;PAT_AGE;-0.149319456;0.071097345;0.035879594;0.101316724;LM_CLR
Streptomyces_gancidicus;OUT_GROUP;B;-0.300580423;0.143162907;0.035921384;0.101316724;LM_CLR
Lactobacillus_gasseri;BIL_INC_ATB;Yes;-0.409584515;0.195930895;0.036741328;0.103334984;LM_CLR
Acidaminococcus_sp..CAG.542;OUT_GROUP;D;0.242624498;0.116330768;0.037190741;0.104302644;LM_CLR
Klebsiella_pneumoniae;PAT_AGE;PAT_AGE;0.111042458;0.053493547;0.038097549;0.106543994;LM_CLR
Enterococcus_faecalis;IMC;IMC;0.169465589;0.082258326;0.039569395;0.110348453;LM_CLR
Streptomyces_gancidicus;OUT_GROUP;D;0.287975503;0.140017356;0.039899672;0.110956954;LM_CLR
Enterococcus_faecalis;CERCLAGE;Yes;-0.699627847;0.34095049;0.040377099;0.111970106;LM_CLR
Enterobacter_hormaechei;BIL_INC_ATB;Yes;0.188487478;0.092629382;0.042034438;0.116240486;LM_CLR
Porphyromonas_sp..oral.taxon.278;OUT_GROUP;D;0.256424778;0.126183818;0.042325489;0.116719314;LM_CLR
Bacillus_cereus;CERCLAGE;Yes;-0.23108717;0.114264498;0.043354203;0.119224057;LM_CLR
Anaerococcus_prevotii;OUT_GROUP;B;0.234530478;0.116177822;0.043680405;0.11978837;LM_CLR
Delftia_acidovorans;PAT_AGE;PAT_AGE;0.07264463;0.036058527;0.044134574;0.120699526;LM_CLR
Proteus_mirabilis;CERCLAGE;Yes;-0.295294244;0.146832772;0.044515171;0.121405013;LM_CLR
Streptococcus_agalactiae;OUT_GROUP;D;-0.404348079;0.201243449;0.044684197;0.121531196;LM_CLR
Bradyrhizobium_erythrophlei;BIL_INC_ATB;Yes;-0.134379768;0.06699377;0.045048275;0.122185733;LM_CLR
Prevotella_bivia;OUT_GROUP;B;0.428237537;0.214791255;0.046348168;0.125367995;LM_CLR
Bradyrhizobium_diazoefficiens;OUT_GROUP;D;0.254646374;0.127869639;0.046620181;0.125760162;LM_CLR
Streptococcus_agalactiae;OUT_GROUP;C;0.370728944;0.186644442;0.047185387;0.126938948;LM_CLR
Anaerococcus_hydrogenalis;PAT_AGE;PAT_AGE;-0.086553685;0.043780076;0.048230847;0.129298996;LM_CLR
Finegoldia_magna;HTA_PRE_ECLAM;Yes;-0.606174824;0.306895882;0.048454472;0.129298996;LM_CLR
Lawsonella_clevelandensis;PAT_AGE;PAT_AGE;-0.086317012;0.043679581;0.048334635;0.129298996;LM_CLR
Gardnerella_piotii;OUT_GROUP;C;0.480626892;0.243745412;0.04880486;0.129535688;LM_CLR
Staphylococcus_hominis;OUT_GROUP;D;0.31187538;0.158058934;0.048676051;0.129535688;LM_CLR
Bradyrhizobium_erythrophlei;CERCLAGE;Yes;-0.24741344;0.125997778;0.049774583;0.131756248;LM_CLR
Salmonella_enterica;HTA_PRE_ECLAM;Yes;0.500862164;0.257085727;0.051596512;0.136214791;LM_CLR
Lactobacillus_paragasseri;PAT_AGE;PAT_AGE;0.154058917;0.079359799;0.052413578;0.138003836;LM_CLR
Proteus_mirabilis;OUT_GROUP;D;0.199671398;0.103073089;0.0529105;0.138575118;LM_CLR
Salmonella_enterica;DIABET_GESTA;Yes;-0.223412833;0.115262654;0.052776341;0.138575118;LM_CLR
Streptococcus_pneumoniae;PAT_AGE;PAT_AGE;0.074295604;0.038454972;0.053582748;0.13996549;LM_CLR
Streptococcus_agalactiae;CERCLAGE;Yes;0.557790353;0.289132955;0.053908752;0.140446485;LM_CLR
Peptoniphilus_sp..SAHP1;RCIU;Yes;-0.428448294;0.222888662;0.054774174;0.142326593;LM_CLR
Lactobacillus_helveticus;BIL_INC_ATB;Yes;-0.32284418;0.168222397;0.055155019;0.142941018;LM_CLR
Levilactobacillus_spicheri;OUT_GROUP;B;-0.202257608;0.105796559;0.056080557;0.144960187;LM_CLR
Lactobacillus_iners;PAT_AGE;PAT_AGE;-0.23258591;0.122106136;0.057000516;0.146954455;LM_CLR
Stenotrophomonas_maltophilia;BIL_INC_ATB;Yes;-0.143832256;0.075629865;0.057390699;0.147576084;LM_CLR
Peptoniphilus_duerdenii;CERCLAGE;Yes;0.383576869;0.20192042;0.057689018;0.14795888;LM_CLR
Atopobium_deltae;OUT_GROUP;D;-0.293814931;0.154905897;0.05804787;0.148494552;LM_CLR
Lactobacillus_hominis;PAT_AGE;PAT_AGE;0.098928174;0.052452134;0.059485054;0.151778876;LM_CLR
Prevotella_nigrescens;OUT_GROUP;B;-0.155409883;0.082899888;0.061018541;0.155291403;LM_CLR
Lactobacillus_acidophilus;OUT_GROUP;C;-0.26585651;0.142160281;0.061661673;0.156078922;LM_CLR
Staphylococcus_aureus;OUT_GROUP;D;0.261989456;0.140075516;0.061651107;0.156078922;LM_CLR
Streptococcus_pneumoniae;IMC;IMC;-0.073985723;0.039579431;0.061800947;0.156078922;LM_CLR
Limosilactobacillus_fermentum;HTA_PRE_ECLAM;Yes;0.526712697;0.283994529;0.063853465;0.16085224;LM_CLR
Candida_viswanathii;OUT_GROUP;C;-0.193087116;0.104734663;0.065473964;0.164515798;LM_CLR
Lactobacillus_crispatus;BIL_INC_ATB;Yes;-0.554037781;0.301595141;0.066401982;0.166084093;LM_CLR
Lactobacillus_gasseri;OUT_GROUP;B;-0.474152278;0.258306471;0.066601399;0.166084093;LM_CLR
Peptoniphilus_harei;OUT_GROUP;C;0.206603451;0.112510007;0.066523538;0.166084093;LM_CLR
Bradyrhizobium_sp..BTAi1;OUT_GROUP;D;0.252455603;0.138701756;0.068973481;0.1715672;LM_CLR
Gardnerella_leopoldii;HTA_PRE_ECLAM;Yes;1.039423081;0.572138905;0.069464562;0.172355679;LM_CLR
Prevotella_timonensis;RCIU;Yes;-0.501897259;0.277058864;0.070268023;0.173913356;LM_CLR
Candida_dubliniensis;OUT_GROUP;B;-0.226721913;0.125785988;0.071662157;0.176724145;LM_CLR
Candida_viswanathii;OUT_GROUP;D;0.205652372;0.114197455;0.071939223;0.176724145;LM_CLR
Prevotella_buccalis;RCIU;Yes;-0.424663714;0.235767706;0.071884673;0.176724145;LM_CLR
Gardnerella_leopoldii;IMC;IMC;0.174822318;0.097524387;0.073238009;0.179469378;LM_CLR
Escherichia_coli;DIABET_GESTA;Yes;-0.310309884;0.1736225;0.074104219;0.180801972;LM_CLR
Lactobacillus_iners;OUT_GROUP;D;-0.639562695;0.357916058;0.074147071;0.180801972;LM_CLR
Streptococcus_agalactiae;BIL_INC_ATB;Yes;0.270264997;0.152544306;0.076642073;0.186426664;LM_CLR
Staphylococcus_haemolyticus;OUT_GROUP;D;0.32914591;0.185910708;0.076873351;0.186530925;LM_CLR
Candida_tropicalis;OUT_GROUP;C;-0.178231703;0.100894699;0.077554991;0.187724796;LM_CLR
Trichomonas_vaginalis;HTA_PRE_ECLAM;Yes;-0.297597818;0.168732983;0.078073275;0.188518395;LM_CLR
Lactobacillus_paragasseri;IMC;IMC;-0.142544007;0.08098504;0.078588766;0.189301406;LM_CLR
Limosilactobacillus_fermentum;OUT_GROUP;C;-0.230127031;0.131301884;0.079864966;0.191908534;LM_CLR
Anaerococcus_prevotii;DIABET_GESTA;Yes;0.178027487;0.101646206;0.080080843;0.191961343;LM_CLR
Bacteroides_fragilis;OUT_GROUP;C;0.135982439;0.077988595;0.081445028;0.19475985;LM_CLR
Escherichia_coli;PAT_AGE;PAT_AGE;0.114418148;0.065707395;0.081846764;0.195248907;LM_CLR
Fusobacterium_nucleatum;OUT_GROUP;B;0.229937689;0.132256672;0.08229863;0.195854912;LM_CLR
Streptococcus_anginosus;PAT_AGE;PAT_AGE;-0.111180663;0.064197868;0.083512906;0.198268051;LM_CLR
Lactiplantibacillus_plantarum;OUT_GROUP;D;-0.218037201;0.126652942;0.085359434;0.201684581;LM_CLR
Mageeibacillus_indolicus;OUT_GROUP;C;0.282355124;0.16394531;0.085228645;0.201684581;LM_CLR
Peptoniphilus_lacrimalis;OUT_GROUP;B;0.247848163;0.1445787;0.08666867;0.204290436;LM_CLR
Enterococcus_faecium;RCIU;Yes;0.297733418;0.173848105;0.087034822;0.204666208;LM_CLR
Prevotella_nigrescens;IMC;IMC;-0.047834856;0.02795322;0.08725655;0.204701386;LM_CLR
Candida_maltosa;OUT_GROUP;D;0.163663286;0.095809501;0.087813282;0.205035729;LM_CLR
Porphyromonas_sp..oral.taxon.278;HTA_PRE_ECLAM;Yes;-0.423169647;0.247648883;0.087754579;0.205035729;LM_CLR
Peptoniphilus_coxii;RCIU;Yes;-0.314973952;0.184964549;0.088809764;0.206388889;LM_CLR
Peptoniphilus_harei;OUT_GROUP;D;0.20744973;0.121808965;0.088762154;0.206388889;LM_CLR
Peptoniphilus_coxii;CERCLAGE;Yes;0.319829902;0.188056549;0.08922744;0.206873925;LM_CLR
Peptoniphilus_sp..HMSC062D09;OUT_GROUP;B;0.220674905;0.131014231;0.092308279;0.213516814;LM_CLR
Prevotella_intermedia;RCIU;Yes;-0.241342921;0.14354306;0.092917072;0.214424011;LM_CLR
Staphylococcus_aureus;PAT_AGE;PAT_AGE;0.07844322;0.046748734;0.093598288;0.215493733;LM_CLR
Salmonella_enterica;PAT_AGE;PAT_AGE;0.072800228;0.043588068;0.095099762;0.218442609;LM_CLR
Lactobacillus_delbrueckii;Type;SN;0.117488942;0.07049219;0.095886817;0.219740622;LM_CLR
Lactiplantibacillus_plantarum;OUT_GROUP;C;0.194977489;0.117209415;0.096432899;0.220481687;LM_CLR
Delftia_acidovorans;OUT_GROUP;C;-0.164907697;0.099220818;0.096735907;0.220664858;LM_CLR
Anaerococcus_prevotii;OUT_GROUP;D;0.190469084;0.114868381;0.097496703;0.221889048;LM_CLR
Candida_maltosa;OUT_GROUP;B;-0.160799669;0.097616198;0.09969709;0.226376421;LM_CLR
Aerococcus_christensenii;OUT_GROUP;C;0.320378138;0.195011212;0.100616076;0.227853772;LM_CLR
Lactobacillus_delbrueckii;CERCLAGE;Yes;-0.304439294;0.185656274;0.101268343;0.227853772;LM_CLR
Limosilactobacillus_fermentum;PAT_AGE;PAT_AGE;0.078295387;0.047719769;0.101065459;0.227853772;LM_CLR
Streptococcus_suis;IMC;IMC;0.069458534;0.04230518;0.100838191;0.227853772;LM_CLR
Citrobacter_freundii;HTA_PRE_ECLAM;Yes;0.397909843;0.24298154;0.101738885;0.228393415;LM_CLR
Peptoniphilus_sp..HMSC062D09;OUT_GROUP;D;0.210983961;0.129541939;0.103594398;0.231537116;LM_CLR
Peptoniphilus_sp..HMSC062D09;RCIU;Yes;-0.295566384;0.181472589;0.103607012;0.231537116;LM_CLR
Prevotella_disiens;RCIU;Yes;-0.363401167;0.224608836;0.105898119;0.236124184;LM_CLR
Enterococcus_faecium;OUT_GROUP;B;-0.205129843;0.127182059;0.106970914;0.237980236;LM_CLR
Prevotella_buccalis;OUT_GROUP;B;0.272825615;0.169599065;0.107887486;0.23948119;LM_CLR
Pseudomonas_sp..ERMR1.02;HTA_PRE_ECLAM;Yes;-0.367654161;0.229038855;0.108709805;0.240766682;LM_CLR
Finegoldia_magna;OUT_GROUP;D;0.247811032;0.154902081;0.109854178;0.242758117;LM_CLR
Lactobacillus_johnsonii;PAT_AGE;PAT_AGE;0.096905152;0.060810538;0.111249728;0.245294502;LM_CLR
Peptoniphilus_harei;CERCLAGE;Yes;0.276520012;0.173642562;0.111516504;0.245336309;LM_CLR
Candida_dubliniensis;HTA_PRE_ECLAM;Yes;-0.384055141;0.242133287;0.112972259;0.247987886;LM_CLR
Lactobacillus_helveticus;DIABET_GESTA;Yes;0.312064403;0.19757924;0.11444888;0.250673433;LM_CLR
Lactobacillus_iners;Type;SN;-0.219206426;0.141119927;0.120853369;0.264116635;LM_CLR
Streptomyces_caelestis;HTA_PRE_ECLAM;Yes;-0.404090354;0.262346592;0.123750354;0.269852093;LM_CLR
Enterococcus_faecalis;RCIU;Yes;0.515365226;0.335459702;0.12470541;0.271337046;LM_CLR
Prevotella_disiens;HTA_PRE_ECLAM;Yes;0.489045601;0.318792656;0.125249233;0.271922677;LM_CLR
Streptococcus_pyogenes;BIL_INC_ATB;Yes;0.165650534;0.108194881;0.125968846;0.27288656;LM_CLR
Fusobacterium_nucleatum;OUT_GROUP;D;0.200242123;0.131053921;0.126734739;0.27394627;LM_CLR
Dialister_micraerophilus;RCIU;Yes;-0.363048493;0.238148846;0.127609835;0.274791191;LM_CLR
Gardnerella_vaginalis;OUT_GROUP;C;0.476944458;0.312929144;0.127680755;0.274791191;LM_CLR
Lactobacillus_gasseri;Type;SN;-0.177718659;0.117001232;0.129192699;0.277442022;LM_CLR
Stenotrophomonas_maltophilia;HTA_PRE_ECLAM;Yes;0.298973637;0.197156373;0.129657308;0.277837088;LM_CLR
Lactobacillus_helveticus;Type;SN;-0.143924027;0.094955074;0.130071802;0.278123291;LM_CLR
Bradyrhizobium_macuxiense;OUT_GROUP;C;-0.132137545;0.088223373;0.134418597;0.28653739;LM_CLR
Staphylococcus_haemolyticus;OUT_GROUP;B;0.281777306;0.188221958;0.134585744;0.28653739;LM_CLR
Streptococcus_suis;HTA_PRE_ECLAM;Yes;0.36136698;0.245367762;0.141053427;0.299662859;LM_CLR
Streptomyces_griseorubens;IMC;IMC;-0.075006284;0.051131018;0.142604546;0.302309422;LM_CLR
Anaerococcus_hydrogenalis;CERCLAGE;Yes;0.272229921;0.186053485;0.143646456;0.303867502;LM_CLR
Enterococcus_faecalis;HTA_PRE_ECLAM;Yes;0.693381081;0.475498137;0.145034857;0.306150337;LM_CLR
Lactobacillus_kitasatonis;HTA_PRE_ECLAM;Yes;-0.521952077;0.361216607;0.148678975;0.313174862;LM_CLR
Bacillus_dafuensis;HTA_PRE_ECLAM;Yes;-0.316492915;0.219448424;0.149499832;0.314235316;LM_CLR
Lactobacillus_delbrueckii;OUT_GROUP;C;-0.171227709;0.119858255;0.153332772;0.321608992;LM_CLR
Enterobacter_hormaechei;DIABET_GESTA;Yes;-0.154097669;0.108065183;0.154084047;0.32182111;LM_CLR
Pseudomonas_aeruginosa;OUT_GROUP;B;0.167699804;0.117521285;0.153774889;0.32182111;LM_CLR
Anaerococcus_lactolyticus;OUT_GROUP;C;0.192550016;0.135701859;0.15613666;0.32542167;LM_CLR
Pseudomonas_aeruginosa;CERCLAGE;Yes;-0.229559277;0.163274706;0.159965002;0.332700318;LM_CLR
Citrobacter_freundii;IMC;IMC;-0.059529094;0.042399871;0.160528858;0.333173101;LM_CLR
Candida_maltosa;HTA_PRE_ECLAM;Yes;-0.263293286;0.188500854;0.162732837;0.336639695;LM_CLR
Streptococcus_pneumoniae;BIL_INC_ATB;Yes;0.122209689;0.087530643;0.162879206;0.336639695;LM_CLR
Proteus_mirabilis;OUT_GROUP;B;-0.144902585;0.104174654;0.164428904;0.339134614;LM_CLR
Enterococcus_faecium;OUT_GROUP;D;0.172887457;0.124706516;0.165868634;0.341392823;LM_CLR
Bacteroides_fragilis;PAT_AGE;PAT_AGE;0.039201972;0.028342459;0.166834467;0.34249132;LM_CLR
Peptoniphilus_sp..HMSC062D09;PAT_AGE;PAT_AGE;-0.060028838;0.043425601;0.16709425;0.34249132;LM_CLR
Bacteroides_fragilis;BIL_INC_ATB;Yes;0.087795737;0.06417514;0.171493699;0.348674379;LM_CLR
Candida_tropicalis;OUT_GROUP;D;0.150502437;0.110039364;0.171623759;0.348674379;LM_CLR
Enterobacter_hormaechei;OUT_GROUP;C;0.153623164;0.11248306;0.172233046;0.348674379;LM_CLR
Lactobacillus_iners;CERCLAGE;Yes;-0.716001446;0.523050979;0.171241562;0.348674379;LM_CLR
Lactobacillus_johnsonii;BIL_INC_ATB;Yes;-0.186275791;0.136504384;0.172576208;0.348674379;LM_CLR
Lactobacillus_kefiranofaciens;OUT_GROUP;B;-0.279843978;0.204438531;0.171248322;0.348674379;LM_CLR
Prevotella_disiens;DIABET_GESTA;Yes;-0.193562012;0.141725038;0.17222285;0.348674379;LM_CLR
Prevotella_buccalis;BIL_INC_ATB;Yes;0.173233608;0.127268771;0.173665215;0.350160006;LM_CLR
Candida_albicans;RCIU;Yes;0.294474782;0.216909678;0.174844095;0.350572104;LM_CLR
Gardnerella_piotii;BIL_INC_ATB;Yes;0.270394748;0.199105303;0.174647156;0.350572104;LM_CLR
Prevotella_timonensis;DIABET_GESTA;Yes;-0.237022834;0.174644392;0.174931939;0.350572104;LM_CLR
Lactobacillus_gasseri;HTA_PRE_ECLAM;Yes;0.704127594;0.523240504;0.178606334;0.357212669;LM_CLR
Megasphaera_Veillonellaceae.bacterium.DNF00626;OUT_GROUP;D;0.23444206;0.174748859;0.179924246;0.359122991;LM_CLR
Bradyrhizobium_erythrophlei;RCIU;Yes;0.165981275;0.123969998;0.180822074;0.359901047;LM_CLR
